Rank,company,revenue,employee,URL
254,Global Partners,"$12,672.60 ","2,500",https://www.indeed.com/cmp/Global-Partners
255,Edison International,"$12,657.00 ","12,574",https://www.indeed.com/cmp/Edison-International
256,Oneok,"$12,593.20 ","2,684",https://www.indeed.com/cmp/Oneok
257,Murphy USA,"$12,524.00 ","6,800",https://www.indeed.com/cmp/Murphy-USA
258,Bed Bath & Beyond,"$12,349.30 ","65,000",https://www.indeed.com/cmp/Bed-Bath-&-Beyond
259,Consolidated Edison,"$12,337.00 ","15,307",https://www.indeed.com/cmp/Conedison-Solutions
260,CSX,"$12,250.00 ","22,475",https://www.indeed.com/cmp/Csx
261,J.C. Penney,"$12,019.00 ","95,000",https://www.indeed.com/cmp/Jcpenney
262,LKQ,"$11,876.70 ","51,000",https://www.indeed.com/cmp/Lkq-Corporation
263,FirstEnergy,"$11,864.00 ","12,494",https://www.indeed.com/cmp/Firstenergy
264,Steel Dynamics,"$11,821.80 ","8,200",https://www.indeed.com/cmp/Steel-Dynamics
265,Lithia Motors,"$11,821.40 ","13,643","https://www.indeed.com/cmp/Lithia-Motors,-Inc."
266,MGM Resorts International,"$11,763.10 ","74,500",https://www.indeed.com/cmp/Mgm-Resorts-International
267,Tenneco,"$11,763.00 ","81,000",https://www.indeed.com/cmp/Tenneco
268,Nvidia,"$11,716.00 ","13,277",https://www.indeed.com/cmp/Nvidia
269,Sempra Energy,"$11,687.00 ","16,823",https://www.indeed.com/cmp/Sempra-Energy
270,Farmers Insurance Exchange,"$11,650.40 ","12,740",https://www.indeed.com/cmp/Farmers-Insurance-Group
271,Ball,"$11,635.00 ","17,500",https://www.indeed.com/cmp/Ball-Corporation
272,Group 1 Automotive,"$11,601.40 ","14,570",https://www.indeed.com/cmp/Group-1-Automotive
273,Unum Group,"$11,598.50 ","9,600",https://www.indeed.com/cmp/Unum
274,Xcel Energy,"$11,537.00 ","11,068",https://www.indeed.com/cmp/Xcel-Energy
275,Reliance Steel & Aluminum,"$11,534.50 ","15,600",https://www.indeed.com/cmp/Reliance-Steel-&-Aluminum-Co.
276,Huntsman,"$11,527.00 ","10,000",https://www.indeed.com/cmp/Huntsman
277,Norfolk Southern,"$11,458.00 ","26,662",https://www.indeed.com/cmp/Norfolk-Southern-Corp
278,Laboratory Corp. of America,"$11,333.40 ","61,000",https://www.indeed.com/cmp/Labcorp
279,Corning,"$11,290.00 ","51,500",https://www.indeed.com/cmp/Corning
280,Expedia Group,"$11,223.00 ","24,500",https://www.indeed.com/cmp/Expedia-Group
281,AutoZone,"$11,221.10 ","72,450",https://www.indeed.com/cmp/Autozone
282,W.W. Grainger,"$11,221.00 ","23,850",https://www.indeed.com/cmp/Grainger
283,Quanta Services,"$11,171.40 ","39,200",https://www.indeed.com/cmp/Quanta-Services
284,Crown Holdings,"$11,151.00 ","33,429",https://www.indeed.com/cmp/Crown-Cork-&-Seal
285,Office Depot,"$11,130.00 ","44,000",https://www.indeed.com/cmp/Office-Depot-Officemax
286,Baxter International,"$11,127.00 ","50,000",https://www.indeed.com/cmp/Baxter-Healthcare
287,Lam Research,"$11,077.00 ","10,900",https://www.indeed.com/cmp/Lam-Research
288,Entergy,"$11,009.50 ","13,688",https://www.indeed.com/cmp/Entergy
289,Charles Schwab,"$10,989.00 ","19,500",https://www.indeed.com/cmp/Charles-Schwab
290,L3 Technologies,"$10,841.00 ","31,000",https://www.indeed.com/cmp/L3-Technologies
291,NRG Energy,"$10,797.00 ","4,862",https://www.indeed.com/cmp/Nrg-Energy
292,Live Nation Entertainment,"$10,787.80 ","16,000",https://www.indeed.com/cmp/Live-Nation
293,Universal Health Services,"$10,772.30 ","75,650",https://www.indeed.com/cmp/Universal-Health-Services-Inc.
294,Molson Coors Brewing,"$10,769.60 ","17,750",https://www.indeed.com/cmp/Molson-Coors-Brewing-Company
295,eBay,"$10,746.00 ","14,000",https://www.indeed.com/cmp/Ebay-Inc.
296,AES,"$10,736.00 ","9,000",https://www.indeed.com/cmp/AES-Corporation
297,Devon Energy,"$10,734.00 ","2,880",https://www.indeed.com/cmp/Devon-Energy
298,Pacific Life,"$10,699.00 ","3,776",https://www.indeed.com/cmp/Pacific-Life
299,CenterPoint Energy,"$10,589.00 ","7,977",https://www.indeed.com/cmp/Centerpoint-Energy
300,Discovery,"$10,553.00 ","9,000",https://www.indeed.com/cmp/Discovery-Communications
301,BorgWarner,"$10,529.60 ","30,000",https://www.indeed.com/cmp/Borgwarner
302,Targa Resources,"$10,484.00 ","2,460",https://www.indeed.com/cmp/Targa-Resources
303,Ally Financial,"$10,466.00 ","8,200",https://www.indeed.com/cmp/Ally-Financial
304,SunTrust Banks,"$10,431.00 ","22,899",https://www.indeed.com/cmp/Suntrust
305,IQVIA Holdings,"$10,412.00 ","58,000",https://www.indeed.com/cmp/Iqvia
306,American Family Insurance Group,"$10,336.20 ","11,975",https://www.indeed.com/cmp/American-Family-Insurance
307,Delek US Holdings,"$10,265.60 ","3,717",https://www.indeed.com/cmp/Delek-US-Holdings
308,Navistar International,"$10,250.00 ","13,100","https://www.indeed.com/cmp/Navistar,-Inc."
309,Chesapeake Energy,"$10,231.00 ","2,350",https://www.indeed.com/cmp/Chesapeake-Energy
310,United Natural Foods,"$10,226.70 ","10,000",https://www.indeed.com/cmp/Unfi
311,Leidos Holdings,"$10,194.00 ","32,000",https://www.indeed.com/cmp/Leidos
312,PulteGroup,"$10,188.30 ","5,086","https://www.indeed.com/cmp/Pultegroup,-Inc"
313,Eastman Chemical,"$10,151.00 ","14,595",https://www.indeed.com/cmp/Eastman-Chemical
314,Republic Services,"$10,040.90 ","36,000",https://www.indeed.com/cmp/Republic-Services
315,Mohawk Industries,"$9,983.60 ","42,100",https://www.indeed.com/cmp/Mohawk-Industries
316,Sonic Automotive,"$9,951.60 ","9,700",https://www.indeed.com/cmp/Sonic-Automotive
317,Owens & Minor,"$9,838.70 ","17,900",https://www.indeed.com/cmp/Owens-&-Minor
318,Xerox,"$9,830.00 ","32,400",https://www.indeed.com/cmp/Xerox
319,Boston Scientific,"$9,823.00 ","32,000",https://www.indeed.com/cmp/Boston-Scientific
320,DCP Midstream,"$9,822.00 ","2,650",https://www.indeed.com/cmp/Dcp-Midstream
321,Autoliv,"$9,801.10 ","62,091",https://www.indeed.com/cmp/Autoliv
322,Interpublic Group,"$9,714.40 ","54,000",https://www.indeed.com/cmp/Interpublic-Group
323,Public Service Enterprise Group,"$9,696.00 ","13,145",https://www.indeed.com/cmp/Pseg
324,PVH,"$9,656.80 ","29,350",https://www.indeed.com/cmp/Pvh-Corp.
325,Mosaic,"$9,587.30 ","13,600",https://www.indeed.com/cmp/Mosaic
326,Advance Auto Parts,"$9,580.60 ","55,500",https://www.indeed.com/cmp/Advance-Auto-Parts
327,Altice USA,"$9,566.60 ","11,993",https://www.indeed.com/cmp/Altice-USA
328,Hormel Foods,"$9,545.70 ","20,100",https://www.indeed.com/cmp/Hormel-Foods
329,O'Reilly Automotive,"$9,536.40 ","64,325",https://www.indeed.com/cmp/O'reilly-Auto-Parts
330,Calpine,"$9,512.00 ","2,282",https://www.indeed.com/cmp/Calpine
331,Hertz Global Holdings,"$9,504.00 ","38,000",https://www.indeed.com/cmp/Hertz-Dollar-Rent-A-Car
332,First Data,"$9,498.00 ","19,000",https://www.indeed.com/cmp/First-Data
333,Pioneer Natural Resources,"$9,415.00 ","3,177",https://www.indeed.com/cmp/Pioneer-Natural-Resources
334,Coty,"$9,398.00 ","20,000",https://www.indeed.com/cmp/Coty-5
335,AGCO,"$9,352.00 ","21,200",https://www.indeed.com/cmp/Agco-Corporation
336,Mutual of Omaha Insurance,"$9,347.20 ","6,314",https://www.indeed.com/cmp/Mutual-of-Omaha
337,Vistra Energy,"$9,144.00 ","5,275",https://www.indeed.com/cmp/Vistra-Energy
338,Avis Budget Group,"$9,124.00 ","25,600",https://www.indeed.com/cmp/Avis-Budget-Group
339,Adobe,"$9,030.00 ","21,357",https://www.indeed.com/cmp/Adobe
340,Peter Kiewit Sons',"$9,025.00 ","20,000",https://www.indeed.com/cmp/Kiewit
341,News Corp.,"$9,024.00 ","28,000",https://www.indeed.com/cmp/News-Corp-Australia
342,Brighthouse Financial,"$8,965.00 ","1,260",https://www.indeed.com/cmp/Brighthouse-Financial
343,Voya Financial,"$8,934.00 ","6,000",https://www.indeed.com/cmp/Voya-Financial
344,Air Products & Chemicals,"$8,930.20 ","16,150",https://www.indeed.com/cmp/Air-Products
345,Hilton Worldwide Holdings,"$8,906.00 ","169,000",https://www.indeed.com/cmp/Hilton
346,GameStop,"$8,850.70 ","33,000",https://www.indeed.com/cmp/Gamestop
347,Veritiv,"$8,696.20 ","8,700",https://www.indeed.com/cmp/Veritiv-Corporation
348,Williams,"$8,686.00 ","5,322",https://www.indeed.com/cmp/Williams-Companies
349,Campbell Soup,"$8,685.00 ","23,000",https://www.indeed.com/cmp/Campbell-Soup-Company
350,Rockwell Collins,"$8,665.00 ","31,200",https://www.indeed.com/cmp/Collins-Aerospace
351,Thrivent Financial for Lutherans,"$8,635.20 ","3,708",https://www.indeed.com/cmp/Thrivent
352,Westlake Chemical,"$8,635.00 ","8,870",https://www.indeed.com/cmp/Westlake-Chemical
353,Univar,"$8,632.50 ","8,500",https://www.indeed.com/cmp/Univar-Inc
354,J.B. Hunt Transport Services,"$8,614.90 ","27,621",https://www.indeed.com/cmp/J.b.-Hunt
355,Frontier Communications,"$8,611.00 ","21,173",https://www.indeed.com/cmp/Frontier-Communications
356,Jones Financial (Edward Jones),"$8,594.00 ","47,000",https://www.indeed.com/cmp/Edward-Jones
357,National Oilwell Varco,"$8,453.00 ","34,642",https://www.indeed.com/cmp/National-Oilwell-Varco
358,Eversource Energy,"$8,448.20 ","7,998",https://www.indeed.com/cmp/Eversource-Energy
359,Dick's Sporting Goods,"$8,436.60 ","27,950",https://www.indeed.com/cmp/Dick's-Sporting-Goods
360,Genworth Financial,"$8,430.00 ","3,500",https://www.indeed.com/cmp/Genworth
361,Fidelity National Information Services,"$8,423.00 ","47,000",https://www.indeed.com/cmp/Fis-Global
362,Yum China Holdings,"$8,415.00 ","450,000","https://www.indeed.com/cmp/Yum!-Brands,-Inc."
363,Ryder System,"$8,409.20 ","39,600",https://www.indeed.com/cmp/Ryder
364,Anixter International,"$8,400.20 ","9,300",https://www.indeed.com/cmp/Anixter
365,Caesars Entertainment,"$8,391.00 ","66,000",https://www.indeed.com/cmp/Caesars-Entertainment
366,Masco,"$8,359.00 ","26,000",https://www.indeed.com/cmp/Masco
367,Thor Industries,"$8,328.90 ","17,500",https://www.indeed.com/cmp/Thor-Industries
368,Alaska Air Group,"$8,264.00 ","23,376",https://www.indeed.com/cmp/Alaska-Airlines
369,Amphenol,"$8,202.00 ","73,600",https://www.indeed.com/cmp/Amphenol
370,WESCO International,"$8,176.60 ","9,100",https://www.indeed.com/cmp/Wesco-International
371,Huntington Ingalls Industries,"$8,176.00 ","40,000",https://www.indeed.com/cmp/Huntington-Ingalls-Industries
372,Jefferies Financial Group,"$8,151.80 ","4,700",https://www.indeed.com/cmp/Jefferies-LLC
373,Dana,"$8,143.00 ","30,900",https://www.indeed.com/cmp/Dana-Incorporated
374,Expeditors Intl. of Washington,"$8,138.40 ","17,400",https://www.indeed.com/cmp/Expeditors
375,EMCOR Group,"$8,130.60 ","33,000",https://www.indeed.com/cmp/Emcor
376,Darden Restaurants,"$8,080.10 ","180,656",https://www.indeed.com/cmp/Darden-Restaurants
377,SpartanNash,"$8,064.60 ","11,400",https://www.indeed.com/cmp/Spartannash
378,Assurant,"$8,057.60 ","14,250",https://www.indeed.com/cmp/Assurant
379,United Rentals,"$8,047.00 ","18,500","https://www.indeed.com/cmp/United-Rentals,-Inc."
380,Liberty Media,"$8,040.00 ","4,641",https://www.indeed.com/cmp/Sirius-Xm-Radio
381,Erie Insurance Group,"$8,030.70 ","5,547",https://www.indeed.com/cmp/Erie-Insurance-Group
382,Auto-Owners Insurance,"$7,999.30 ","5,517",https://www.indeed.com/cmp/Auto--owners-Insurance
383,Cheniere Energy,"$7,987.00 ","1,372","https://www.indeed.com/cmp/Cheniere-Energy,-Inc."
384,Fifth Third Bancorp,"$7,973.00 ","17,437",https://www.indeed.com/cmp/Fifth-Third-Bank
385,Foot Locker,"$7,939.00 ","32,401",https://www.indeed.com/cmp/Foot-Locker
386,Conagra Brands,"$7,938.30 ","12,400",https://www.indeed.com/cmp/Con-Agra
387,Zimmer Biomet Holdings,"$7,932.90 ","19,800",https://www.indeed.com/cmp/Zimmer-Biomet
388,Tractor Supply,"$7,911.00 ","22,000",https://www.indeed.com/cmp/Tractor-Supply-Company
389,Berry Global Group,"$7,869.00 ","24,000","https://www.indeed.com/cmp/Berry-Global,-Inc"
390,Alliance Data Systems,"$7,791.20 ","20,000",https://www.indeed.com/cmp/Alliance-Data
391,Hershey,"$7,791.10 ","15,675",https://www.indeed.com/cmp/The-Hershey-Company
392,PPL,"$7,785.00 ","12,444",https://www.indeed.com/cmp/Ppl-Corporation
393,Dean Foods,"$7,755.30 ","15,000",https://www.indeed.com/cmp/Dean-Foods-Company
394,Builders FirstSource,"$7,724.80 ","15,000",https://www.indeed.com/cmp/Builders-Firstsource
395,Oshkosh,"$7,705.50 ","15,000",https://www.indeed.com/cmp/Oshkosh-Corporation
396,EnLink Midstream,"$7,699.00 ","1,449",https://www.indeed.com/cmp/Enlink-Midstream
397,W.R. Berkley,"$7,691.70 ","7,448",https://www.indeed.com/cmp/W.r.-Berkley
398,WEC Energy Group,"$7,679.50 ","7,878",https://www.indeed.com/cmp/Wec-Energy-Group
399,JetBlue Airways,"$7,658.00 ","18,268",https://www.indeed.com/cmp/Jetblue-Airways-Corporation
400,UGI,"$7,651.20 ","13,000",https://www.indeed.com/cmp/Ugi
401,A-Mark Precious Metals,"$7,606.20 ",184,https://www.indeed.com/cmp/A--mark-Precious-Metals
402,Fidelity National Financial,"$7,594.00 ","23,436",https://www.indeed.com/cmp/Fidelity-National-Financial
403,Constellation Brands,"$7,585.00 ","9,600",https://www.indeed.com/cmp/Constellation-Brands
404,Quest Diagnostics,"$7,531.00 ","46,000",https://www.indeed.com/cmp/Quest-Diagnostics
405,Activision Blizzard,"$7,500.00 ","9,900",https://www.indeed.com/cmp/Activision-Blizzard
406,Weyerhaeuser,"$7,476.00 ","9,300",https://www.indeed.com/cmp/Weyerhaeuser
407,Raymond James Financial,"$7,475.80 ","13,900",https://www.indeed.com/cmp/Raymond-James
408,Casey's General Stores,"$7,472.10 ","27,561",https://www.indeed.com/cmp/Casey's-General-Store
409,Keurig Dr Pepper,"$7,442.00 ","25,500",https://www.indeed.com/cmp/Keurig-Dr-Pepper-Inc.
410,American Tower,"$7,440.10 ","5,026",https://www.indeed.com/cmp/American-Tower
411,Apache,"$7,424.00 ","3,420",https://www.indeed.com/cmp/Apache-Corporation
412,Dover,"$7,395.80 ","24,000",https://www.indeed.com/cmp/Dover
413,KeyCorp,"$7,393.00 ","18,180",https://www.indeed.com/cmp/Keybank
414,J.M. Smucker,"$7,357.10 ","7,000",https://www.indeed.com/cmp/The-J.-M.-Smucker-Company
415,Citizens Financial Group,"$7,354.00 ","18,140",https://www.indeed.com/cmp/Citizens-Bank
416,Motorola Solutions,"$7,343.00 ","16,000",https://www.indeed.com/cmp/Motorola-Solutions
417,Magellan Health,"$7,314.20 ","10,500",https://www.indeed.com/cmp/Magellan-Health-Services
418,American Axle & Manufacturing,"$7,270.40 ","25,000","https://www.indeed.com/cmp/American-Axle-&-Manufacturing,-Inc."
419,Newmont Goldcorp,"$7,253.00 ","12,442",https://www.indeed.com/cmp/Newmont-Mining
420,Spirit AeroSystems Holdings,"$7,222.00 ","17,000",https://www.indeed.com/cmp/Spirit-Aerosystems
421,Western & Southern Financial Group,"$7,205.00 ","2,769",https://www.indeed.com/cmp/Western-&-Southern-Life
422,Fortive,"$7,203.20 ","24,000",https://www.indeed.com/cmp/Fortive
423,Graybar Electric,"$7,202.50 ","8,700","https://www.indeed.com/cmp/Graybar-Electric-Company,-Inc."
424,NVR,"$7,189.70 ","5,600","https://www.indeed.com/cmp/Nvr,-Inc"
425,Avery Dennison,"$7,159.00 ","30,000",https://www.indeed.com/cmp/Avery-Dennison
426,Celanese,"$7,155.00 ","7,684",https://www.indeed.com/cmp/Celanese
427,American Financial Group,"$7,150.00 ","7,600",https://www.indeed.com/cmp/Great-American-Insurance-Group
428,Toll Brothers,"$7,143.30 ","4,900",https://www.indeed.com/cmp/Toll-Brothers
429,Sanmina,"$7,110.10 ","41,200",https://www.indeed.com/cmp/Sanmina-Corporation
430,Insight Enterprises,"$7,080.10 ","7,420","https://www.indeed.com/cmp/Insight-Enterprises,-Inc."
431,Owens Corning,"$7,057.00 ","20,000",https://www.indeed.com/cmp/Owens-Corning
432,Packaging Corp. of America,"$7,014.60 ","15,000",https://www.indeed.com/cmp/Packaging-Corporation-of-America
433,TravelCenters of America,"$6,973.60 ","18,277",https://www.indeed.com/cmp/Travelcenters-of-America
434,Olin,"$6,946.10 ","6,500",https://www.indeed.com/cmp/Olin-Corporation
435,Arthur J. Gallagher,"$6,934.00 ","30,362",https://www.indeed.com/cmp/Gallagher
436,MasTec,"$6,909.40 ","19,000",https://www.indeed.com/cmp/Mastech-Digital
437,Alleghany,"$6,887.20 ","9,300",https://www.indeed.com/cmp/Capspecialty
438,Owens-Illinois,"$6,877.00 ","26,500",https://www.indeed.com/cmp/O--i-(owens--illinois)
439,Asbury Automotive Group,"$6,874.40 ","8,200",https://www.indeed.com/cmp/Asbury-Automotive-Group
440,CMS Energy,"$6,873.00 ","8,291",https://www.indeed.com/cmp/Cms-Energy
441,Markel,"$6,841.30 ","17,400",https://www.indeed.com/cmp/Markel-Corporation
442,Blackstone Group,"$6,833.30 ","2,615",https://www.indeed.com/cmp/Blackstone
443,AK Steel Holding,"$6,818.20 ","9,500",https://www.indeed.com/cmp/Ak-Steel
444,Hanesbrands,"$6,804.00 ","68,000",https://www.indeed.com/cmp/Hanesbrands
445,R.R. Donnelley & Sons,"$6,800.20 ","39,500",https://www.indeed.com/cmp/Rr-Donnelley
446,Wayfair,"$6,779.20 ","12,124",https://www.indeed.com/cmp/Wayfair
447,Regions Financial,"$6,762.00 ","19,969",https://www.indeed.com/cmp/Regions-Bank
448,Wynn Resorts,"$6,717.70 ","26,000",https://www.indeed.com/cmp/Wynn-Las-Vegas
449,Ulta Beauty,"$6,716.60 ","30,000",https://www.indeed.com/cmp/Ulta
450,Regeneron Pharmaceuticals,"$6,710.80 ","7,400",https://www.indeed.com/cmp/Regeneron
451,Burlington Stores,"$6,668.50 ","44,000",https://www.indeed.com/cmp/Burlington-Stores
452,Rockwell Automation,"$6,666.00 ","23,000",https://www.indeed.com/cmp/Rockwell-Automation
453,Northern Trust,"$6,658.90 ","18,800",https://www.indeed.com/cmp/Northern-Trust-Corp.
454,Chemours,"$6,638.00 ","7,000",https://www.indeed.com/cmp/Chemours
455,Seaboard,"$6,583.00 ","12,600",https://www.indeed.com/cmp/Seaboard-Foods
456,Marathon Oil,"$6,582.00 ","2,400",https://www.indeed.com/cmp/Marathon-Oil
457,Ascena Retail Group,"$6,578.30 ","39,500",https://www.indeed.com/cmp/Ascena-Retail-Group
458,Dillard's,"$6,503.30 ","31,005","https://www.indeed.com/cmp/Dillard's,-Inc."
459,Cintas,"$6,487.40 ","41,000",https://www.indeed.com/cmp/Cintas
460,Advanced Micro Devices,"$6,475.00 ","10,100",https://www.indeed.com/cmp/Amd
461,Hess,"$6,466.00 ","1,708",https://www.indeed.com/cmp/Hess-Corporation
462,M&T Bank Corp.,"$6,454.70 ","16,840",https://www.indeed.com/cmp/M&T-Bank
463,ABM Industries,"$6,442.20 ","140,000","https://www.indeed.com/cmp/Abm-Industries,-Inc."
464,Beacon Roofing Supply,"$6,418.30 ","8,356",https://www.indeed.com/cmp/Beacon-Roofing-Supply
465,NCR,"$6,405.00 ","34,000",https://www.indeed.com/cmp/Ncr
466,iHeartMedia,"$6,325.80 ","18,300","https://www.indeed.com/cmp/Iheartmedia,-Inc."
467,Franklin Resources,"$6,319.10 ","9,691",https://www.indeed.com/cmp/Franklin-Templeton-Investments
468,Ameren,"$6,291.00 ","8,838",https://www.indeed.com/cmp/Ameren
469,Intercontinental Exchange,"$6,276.00 ","5,161",https://www.indeed.com/cmp/Intercontinental-Exchange
470,S&P Global,"$6,258.00 ","21,200",https://www.indeed.com/cmp/S&P-Global
471,Post Holdings,"$6,257.20 ","11,550",https://www.indeed.com/cmp/Post-Consumer-Brands
472,Analog Devices,"$6,200.90 ","15,800",https://www.indeed.com/cmp/Analog-Devices
473,Ralph Lauren,"$6,182.30 ","18,150",https://www.indeed.com/cmp/Ralph-Lauren
474,L3Harris Technologies,"$6,182.00 ","17,500",https://www.indeed.com/cmp/L3-Technologies
475,Booz Allen Hamilton,"$6,171.90 ","24,600",https://www.indeed.com/cmp/Booz-Allen-Hamilton
476,Polaris Industries,"$6,166.00 ","12,000",https://www.indeed.com/cmp/Polaris-Industries
477,Clorox,"$6,124.00 ","8,700",https://www.indeed.com/cmp/The-Clorox-Company
478,Realogy Holdings,"$6,079.00 ","11,400",https://www.indeed.com/cmp/Realogy
479,HD Supply Holdings,"$6,047.00 ","11,500",https://www.indeed.com/cmp/Hd-Supply
480,Graphic Packaging Holding,"$6,023.00 ","18,000",https://www.indeed.com/cmp/Graphic-Packaging
481,Old Republic International,"$6,021.80 ","9,000",https://www.indeed.com/cmp/Old-Republic-International
482,Intuit,"$5,964.00 ","8,900",https://www.indeed.com/cmp/Intuit
483,NetApp,"$5,911.00 ","10,300",https://www.indeed.com/cmp/Netapp
484,Tapestry,"$5,880.00 ","16,900",https://www.indeed.com/cmp/Tapestry
485,ON Semiconductor,"$5,878.30 ","35,700",https://www.indeed.com/cmp/On-Semiconductor
486,Ingredion,"$5,841.00 ","11,000",https://www.indeed.com/cmp/Ingredion
487,Zoetis,"$5,825.00 ","10,000",https://www.indeed.com/cmp/Zoetis
488,Fiserv,"$5,823.00 ","24,000",https://www.indeed.com/cmp/Fiserv
489,TreeHouse Foods,"$5,812.10 ","12,700",https://www.indeed.com/cmp/Treehouse-Foods
490,Robert Half International,"$5,800.30 ","18,900",https://www.indeed.com/cmp/Robert-Half-Technology
491,First American Financial,"$5,747.80 ","18,251",https://www.indeed.com/cmp/First-American
492,Harley-Davidson,"$5,716.90 ","5,900",https://www.indeed.com/cmp/Harley--davidson
493,Windstream Holdings,"$5,713.10 ","11,945",https://www.indeed.com/cmp/Windstream-Communications
494,Yum Brands,"$5,688.00 ","34,000","https://www.indeed.com/cmp/Yum!-Brands,-Inc."
495,Williams-Sonoma,"$5,671.60 ","19,800","https://www.indeed.com/cmp/Williams--sonoma,-Inc."
496,Simon Property Group,"$5,657.90 ","4,150",https://www.indeed.com/cmp/Simon-Property-Group
497,Navient,"$5,610.00 ","6,500",https://www.indeed.com/cmp/Navient
498,Western Union,"$5,589.90 ","12,000",https://www.indeed.com/cmp/Western-Union
499,Peabody Energy,"$5,581.80 ","7,400",https://www.indeed.com/cmp/Peabody-Energy
500,Levi Strauss,"$5,575.40 ","15,100",https://www.indeed.com/cmp/Levi-Strauss-&-Co.